"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2377","Verify the products in the carts","Verify the products in the cart","2026-01-16","passed","2026-01-16","","","",""
